13,Erlotinib (Tarceva),Erlotinib hydrochloride (trade name Tarceva Genentech/OSIP originally coded as OSI-774) is a drug used to treat non-small cell lung cancer pancreatic cancer and several other types of cancer. Similar to gefitinib erlotinib specifically targets the epidermal growth factor receptor (EGFR) tyrosine kinase. It binds in a reversible fashion to the adenosine triphosphate (ATP) binding site of the receptor.,For the treatment of patients with locally advanced or metastatic non-small cell lung cancer after failure of at least one prior chemotherapy regimen. Also for use in combination with gemcitabine as the first-line treatment of patients with locally advanced unresectable or metastatic pancreatic cancer.,PharmGKB (Drug Bank),http://www.pharmgkb.org/do/serve?objId=PA134687924&objCls=Drug,http://clinicaltrials.gov/ct2/results?term=erlotinib,yes
14,Ethanol (alcohol),"Ethanol is a clear, colorless liquid rapidly absorbed from the gastrointestinal tract and distributed throughout the body. It has bactericidal activity and is used often as a topical disinfectant. It is widely used as a solvent and preservative in pharmaceutical preparations as well as serving as the primary ingredient in alcoholic beverages.","For therapeutic neurolysis of nerves or ganglia for the relief of intractable chronic pain in such conditions as inoperable cancer and trigeminal neuralgia (tic douloureux), in patients for whom neurosurgical procedures are contraindicated.",PharmGKB (Drug Bank),http://www.pharmgkb.org/do/serve?objId=PA448073&objCls=Drug,http://clinicaltrials.gov/ct2/results?term=ethanol,no
15,Floxacillin,Antibiotic analog of cloxacillin.,For treatment of bacterial infection by susceptible microorganisms.,PharmGKB (Drug Bank),http://www.pharmgkb.org/do/serve?objId=PA164781042&objCls=Drug,http://clinicaltrials.gov/ct2/results?term=floxacillin,no
16,Fluorouracil,A pyrimidine analog that is an antineoplastic antimetabolite. It interferes with DNA synthesis by blocking the thymidylate synthetase conversion of deoxyuridylic acid to thymidylic acid. ,For the topical treatment of multiple actinic or solar keratoses. In the 5% strength it is also useful in the treatment of superficial basal cell carcinomas when conventional methods are impractical such as with multiple lesions or difficult treatment sites. Fluorouracil injection is indicated in the palliative management of some types of cancer including colon rectum breast stomach and pancreas.,PharmGKB (Drug Bank),http://www.pharmgkb.org/do/serve?objId=PA128406956&objCls=Drug,http://clinicaltrials.gov/ct2/results?term=fluorouracil,yes
17,Fluoxetine,The first highly specific serotonin uptake inhibitor. It is used as an antidepressant and often has a more acceptable side-effects profile than traditional antidepressants.,For the treatment of depression obsessive compulsive disorder and bulimia nervosa.,PharmGKB (Drug Bank),http://www.pharmgkb.org/do/serve?objId=PA449673&objCls=Drug,http://clinicaltrials.gov/ct2/results?term=fluoxetine,yes
18,Gefitinib (Iressa),"Gefitinib (originally coded ZD1839) is a drug used in the treatment of certain types of cancer. Acting in a similar manner to erlotinib (marketed as Tarceva), gefitinib selectively targets the mutant proteins in malignant cells. It is marketed by AstraZeneca under the trade name Iressa.",For the continued treatment of patients with locally advanced or metastatic non-small cell lung cancer after failure of either platinum-based or docetaxel chemotherapies.,PharmGKB (Drug Bank),http://www.pharmgkb.org/do/serve?objId=PA131301952&objCls=Drug,http://clinicaltrials.gov/ct2/results?term=gefitinib,yes
19,Imatinib (Gleevec),Imatinib is a drug used to treat certain types of cancer. It is currently marketed by Novartis as Gleevec (USA) or Glivec (Europe/Australia) as its mesylate salt imatinib mesilate (INN). It is occasionally referred to as CGP57148B or STI571 (especially in older publications). It is used in treating chronic myelogenous leukemia (CML) gastrointestinal stromal tumors (GISTs) and a number of other malignancies.,For the treatment of newly diagnosed adult patients with Philadelphia chromosome positive chronic myeloid leukemia (CML). Also indicated for the treatment of pediatric patients with Ph+ chronic phase CML whose disease has recurred after stem cell transplant or who are resistant to interferon-alpha therapy.,PharmGKB (Drug Bank),http://www.pharmgkb.org/do/serve?objId=PA10804&objCls=Drug,http://clinicaltrials.gov/ct2/results?term=imatinib,yes
20,Irinotecan (Camptosar),Irinotecan is an antineoplastic enzyme inhibitor primarily used in the treatment of colorectal cancer. Irinotecan is a derivative of camptothecin. Irinotecan inhibits the action of topoisomerase I. Irinotecan prevents religation of the DNA strand by binding to topoisomerase I-DNA complex and causes double-strand DNA breakage and cell death.,For the treatment of metastatic colorectal cancer (first-line therapy when administered with 5-fluorouracil and leucovorin).,PharmGKB (Drug Bank),http://www.pharmgkb.org/do/serve?objId=PA450085&objCls=Drug,http://clinicaltrials.gov/ct2/results?term=irinotecan,yes
21,Methotrexate,An antineoplastic antimetabolite with immunosuppressant properties. It is an inhibitor of tetrahydrofolate dehydrogenase and prevents the formation of tetrahydrofolate necessary for synthesis of thymidylate an essential component of DNA. ,For the treatment of gestational choriocarcinoma chorioadenoma destruens and hydatidiform mole. Also for the treatment of severe psoriasis and severe active classical or definite rheumatoid arthritis.,PharmGKB (Drug Bank),http://www.pharmgkb.org/do/serve?objId=PA450428&objCls=Drug,http://clinicaltrials.gov/ct2/results?term=methotrexate,no
22,Rifampin,A semisynthetic antibiotic produced from Streptomyces mediterranei. It has a broad antibacterial spectrum including activity against several forms of Mycobacterium. In susceptible organisms it inhibits DNA-dependent RNA polymerase activity by forming a stable complex with the enzyme. It thus suppresses the initiation of RNA synthesis. Rifampin is bactericidal and acts on both intracellular and extracellular organisms.,For the treatment of Tuberculosis and Tuberculosis-related mycobacterial infections.,PharmGKB (Drug Bank),http://www.pharmgkb.org/do/serve?objId=PA451250&objCls=Drug,http://clinicaltrials.gov/ct2/results?term=rifampin,yes
23,Sildenafil (Viagra),"Sildenafil (in citrate form), sold under the names Viagra, Revatio and under various other names, is a drug used to treat male erectile dysfunction (impotence) and pulmonary arterial hypertension (PAH), developed by the pharmaceutical company Pfizer. Its primary competitors on the market are tadalafil (Cialis), and vardenafil (Levitra).",For the treatment of erectile dysfunction,PharmGKB (Drug Bank),http://www.pharmgkb.org/do/serve?objId=PA451346&objCls=Drug,http://clinicaltrials.gov/ct2/results?term=sildenafil,no
24,Simvastatin,A derivative of lovastatin and potent competitive inhibitor of 3-hydroxy-3-methylglutaryl coenzyme A reductase (hydroxymethylglutaryl COA reductases) which is the rate-limiting enzyme in cholesterol biosynthesis. It may also interfere with steroid hormone production. Due to the induction of hepatic LDL receptors it increases breakdown of LDL cholesterol.,For the treatment of hypercholesterolemia. ,PharmGKB (Drug Bank),http://www.pharmgkb.org/do/serve?objId=PA451363&objCls=Drug,http://clinicaltrials.gov/ct2/results?term=simvastatin,yes
25,Statins,Statins are a class of drugs used for lowering cholesterol. Some work by inhibiting the rate-determining enzyme located in hepatic tissue that produces mevalonate a small molecule used in the synthesis of cholesterol and other mevalonate derivatives. This lowers the amount of cholesterol produced which in turn lowers the total amount of LDL cholesterol.,For management as an adjunct to diet to reduce elevated total-C LDL-C apo B and TG levels in patients with primary hypercholesterolemia and mixed dyslipidemia.,PharmGKB (Drug Bank),http://www.pharmgkb.org/do/serve?objId=PA448500&objCls=Drug,http://clinicaltrials.gov/ct2/results?term=atorvastatin,yes
26,Succinylcholine,A quaternary skeletal muscle relaxant usually used in the form of its bromide chloride or iodide. It is a depolarizing relaxant acting in about 30 seconds and with a duration of effect averaging three to five minutes. Succinylcholine is used in surgical anesthetic and other procedures in which a brief period of muscle relaxation is called for. ,Used in surgical procedures where a rapid onset and brief duration of muscle relaxation is needed (includes intubation endoscopies and ECT).,PharmGKB (Drug Bank),http://www.pharmgkb.org/do/serve?objId=PA451522&objCls=Drug,http://clinicaltrials.gov/ct2/results?term=succinylcholine,no
27,Tamoxifen,One of the selective estrogen receptor modulators with tissue-specific activities. Tamoxifen acts as an anti-estrogen (inhibiting agent) in the mammary tissue but as an estrogen (stimulating agent) in cholesterol metabolism bone density and cell proliferation in the endometrium.,Used for the treatment and prevention of breast cancer.,PharmGKB (Drug Bank),http://www.pharmgkb.org/do/serve?objId=PA451581&objCls=Drug,http://clinicaltrials.gov/ct2/results?term=tamoxifen,yes
28,Thiopurines,The thiopurine drugs are purine antimetabolites a family of chemotherapeutics.,Used in the treatment of acute lymphoblastic leukemia autoimmune disorders (e.g. Crohn's disease rheumatoid arthritis) and organ transplant recipients.,Wikipedia,http://en.wikipedia.org/wiki/Thiopurine,http://clinicaltrials.gov/ct2/results?term=thiopurines,no
29,Trastuzumab,A recombinant IgG1 kappa humanized monoclonal antibody that selectively binds with high affinity in a cell-based assay (Kd = 5 nM) to the extracellular domain of the human epidermal growth factor receptor protein. Produced in CHO cell culture. ,For treatment of HER2-positive metatsatic breast cancer.,PharmGKB (Drug Bank),http://www.pharmgkb.org/do/serve?objId=PA451743&objCls=Drug,http://clinicaltrials.gov/ct2/results?term=trastuzumab,yes
30,Valproic Acid,A fatty acid with anticonvulsant properties used in the treatment of epilepsy. The mechanisms of its therapeutic actions are not well understood. It may act by increasing gamma-aminobutyric acid levels in the brain or by altering the properties of voltage dependent sodium channels. ,For use as sole and adjunctive therapy in the treatment of simple and complex absence seizures and adjunctively in patients with multiple seizure types which include absence seizures.,PharmGKB (Drug Bank),http://www.pharmgkb.org/do/serve?objId=PA451846&objCls=Drug,http://clinicaltrials.gov/ct2/results?term=valproic acid,yes
31,Warfarin,An anticoagulant that acts by inhibiting the synthesis of vitamin K-dependent coagulation factors. Warfarin is indicated for the prophylaxis and/or treatment of venous thrombosis and its extension pulmonary embolism and atrial fibrillation with embolization. It is also used as an adjunct in the prophylaxis of systemic embolism after myocardial infarction. Warfarin is also used as a rodenticide.,For the treatment of retinal vascular occlusion pulmonary embolism cardiomyopathy atrial fibrillation and flutter cerebral embolism transient cerebral ischaemia arterial embolism and thrombosis,PharmGKB (Drug Bank),http://www.pharmgkb.org/do/serve?objId=PA451906&objCls=Drug,http://clinicaltrials.gov/ct2/results?term=warfarin,yes
